date,region,abbreviation,hpi
1975-01-01,Midwest,MO,65.74
1975-04-01,Midwest,MO,73.12
1975-07-01,Midwest,MO,65.56
1975-10-01,Midwest,MO,65.13
1976-01-01,Midwest,MO,66.86
1976-04-01,Midwest,MO,77.24
1976-07-01,Midwest,MO,69.77
1976-10-01,Midwest,MO,69.25
1977-01-01,Midwest,MO,70.95
1977-04-01,Midwest,MO,81.15
1977-07-01,Midwest,MO,77.7
1977-10-01,Midwest,MO,80.08
1978-01-01,Midwest,MO,82.98
1978-04-01,Midwest,MO,92.84
1978-07-01,Midwest,MO,90.14
1978-10-01,Midwest,MO,90.97
1979-01-01,Midwest,MO,95.75
1979-04-01,Midwest,MO,102.87
1979-07-01,Midwest,MO,98.59
1979-10-01,Midwest,MO,100.72
1980-01-01,Midwest,MO,100.0
1980-04-01,Midwest,MO,111.09
1980-07-01,Midwest,MO,105.24
1980-10-01,Midwest,MO,105.55
1981-01-01,Midwest,MO,103.43
1981-04-01,Midwest,MO,103.67
1981-07-01,Midwest,MO,103.1
1981-10-01,Midwest,MO,102.2
1982-01-01,Midwest,MO,103.24
1982-04-01,Midwest,MO,101.71
1982-07-01,Midwest,MO,103.74
1982-10-01,Midwest,MO,104.16
1983-01-01,Midwest,MO,105.59
1983-04-01,Midwest,MO,108.13
1983-07-01,Midwest,MO,111.61
1983-10-01,Midwest,MO,112.68
1984-01-01,Midwest,MO,113.25
1984-04-01,Midwest,MO,115.27
1984-07-01,Midwest,MO,118.96
1984-10-01,Midwest,MO,118.94
1985-01-01,Midwest,MO,120.22
1985-04-01,Midwest,MO,123.63
1985-07-01,Midwest,MO,125.46
1985-10-01,Midwest,MO,126.52
1986-01-01,Midwest,MO,127.48
1986-04-01,Midwest,MO,129.41
1986-07-01,Midwest,MO,131.89
1986-10-01,Midwest,MO,134.06
1987-01-01,Midwest,MO,135.89
1987-04-01,Midwest,MO,138.85
1987-07-01,Midwest,MO,140.22
1987-10-01,Midwest,MO,140.83
1988-01-01,Midwest,MO,140.85
1988-04-01,Midwest,MO,142.87
1988-07-01,Midwest,MO,144.0
1988-10-01,Midwest,MO,143.76
1989-01-01,Midwest,MO,143.63
1989-04-01,Midwest,MO,145.28
1989-07-01,Midwest,MO,146.12
1989-10-01,Midwest,MO,146.72
1990-01-01,Midwest,MO,146.94
1990-04-01,Midwest,MO,146.77
1990-07-01,Midwest,MO,146.96
1990-10-01,Midwest,MO,145.7
1991-01-01,Midwest,MO,147.42
1991-04-01,Midwest,MO,148.16
1991-07-01,Midwest,MO,148.57
1991-10-01,Midwest,MO,150.2
1992-01-01,Midwest,MO,150.97
1992-04-01,Midwest,MO,151.36
1992-07-01,Midwest,MO,152.43
1992-10-01,Midwest,MO,153.33
1993-01-01,Midwest,MO,153.38
1993-04-01,Midwest,MO,154.4
1993-07-01,Midwest,MO,155.48
1993-10-01,Midwest,MO,156.79
1994-01-01,Midwest,MO,158.43
1994-04-01,Midwest,MO,161.49
1994-07-01,Midwest,MO,164.0
1994-10-01,Midwest,MO,164.37
1995-01-01,Midwest,MO,166.49
1995-04-01,Midwest,MO,168.47
1995-07-01,Midwest,MO,170.7
1995-10-01,Midwest,MO,172.17
1996-01-01,Midwest,MO,173.82
1996-04-01,Midwest,MO,176.16
1996-07-01,Midwest,MO,177.49
1996-10-01,Midwest,MO,179.56
1997-01-01,Midwest,MO,181.16
1997-04-01,Midwest,MO,182.82
1997-07-01,Midwest,MO,185.15
1997-10-01,Midwest,MO,186.91
1998-01-01,Midwest,MO,188.55
1998-04-01,Midwest,MO,190.44
1998-07-01,Midwest,MO,192.61
1998-10-01,Midwest,MO,194.3
1999-01-01,Midwest,MO,196.85
1999-04-01,Midwest,MO,199.91
1999-07-01,Midwest,MO,202.17
1999-10-01,Midwest,MO,204.16
2000-01-01,Midwest,MO,208.11
2000-04-01,Midwest,MO,210.62
2000-07-01,Midwest,MO,214.01
2000-10-01,Midwest,MO,216.62
2001-01-01,Midwest,MO,220.28
2001-04-01,Midwest,MO,223.57
2001-07-01,Midwest,MO,226.87
2001-10-01,Midwest,MO,229.14
2002-01-01,Midwest,MO,232.85
2002-04-01,Midwest,MO,235.94
2002-07-01,Midwest,MO,238.86
2002-10-01,Midwest,MO,241.77
2003-01-01,Midwest,MO,243.88
2003-04-01,Midwest,MO,245.59
2003-07-01,Midwest,MO,248.61
2003-10-01,Midwest,MO,254.32
2004-01-01,Midwest,MO,257.3
2004-04-01,Midwest,MO,260.63
2004-07-01,Midwest,MO,266.64
2004-10-01,Midwest,MO,270.28
2005-01-01,Midwest,MO,274.84
2005-04-01,Midwest,MO,278.88
2005-07-01,Midwest,MO,283.87
2005-10-01,Midwest,MO,286.99
2006-01-01,Midwest,MO,289.76
2006-04-01,Midwest,MO,290.22
2006-07-01,Midwest,MO,292.88
2006-10-01,Midwest,MO,296.35
2007-01-01,Midwest,MO,297.78
2007-04-01,Midwest,MO,298.22
2007-07-01,Midwest,MO,296.56
2007-10-01,Midwest,MO,297.84
2008-01-01,Midwest,MO,298.25
2008-04-01,Midwest,MO,294.18
2008-07-01,Midwest,MO,289.25
2008-10-01,Midwest,MO,289.98
2009-01-01,Midwest,MO,292.27
2009-04-01,Midwest,MO,287.57
2009-07-01,Midwest,MO,280.85
2009-10-01,Midwest,MO,279.53
2010-01-01,Midwest,MO,277.38
2010-04-01,Midwest,MO,275.47
2010-07-01,Midwest,MO,278.44
2010-10-01,Midwest,MO,276.62
2011-01-01,Midwest,MO,269.69
2011-04-01,Midwest,MO,265.44
2011-07-01,Midwest,MO,269.28
2011-10-01,Midwest,MO,270.5
2012-01-01,Midwest,MO,268.08
2012-04-01,Midwest,MO,265.63
2012-07-01,Midwest,MO,268.57
2012-10-01,Midwest,MO,268.97
2013-01-01,Midwest,MO,267.81
2013-04-01,Midwest,MO,268.64
2013-07-01,Midwest,MO,269.2
2013-10-01,Midwest,MO,268.68
2014-01-01,Midwest,MO,269.14
2014-04-01,Midwest,MO,273.68
2014-07-01,Midwest,MO,276.34
2014-10-01,Midwest,MO,278.52
2015-01-01,Midwest,MO,280.69
2015-04-01,Midwest,MO,283.01
2015-07-01,Midwest,MO,286.08
2015-10-01,Midwest,MO,289.13
2016-01-01,Midwest,MO,291.48
2016-04-01,Midwest,MO,295.54
2016-07-01,Midwest,MO,300.27
2016-10-01,Midwest,MO,302.07
2017-01-01,Midwest,MO,303.09
2017-04-01,Midwest,MO,310.0
2017-07-01,Midwest,MO,314.08
2017-10-01,Midwest,MO,316.42
2018-01-01,Midwest,MO,321.36
2018-04-01,Midwest,MO,327.36
2018-07-01,Midwest,MO,330.74
2018-10-01,Midwest,MO,334.6
2019-01-01,Midwest,MO,336.63
2019-04-01,Midwest,MO,343.2
2019-07-01,Midwest,MO,346.56
2019-10-01,Midwest,MO,351.59
2020-01-01,Midwest,MO,354.18
2020-04-01,Midwest,MO,356.07
1975-01-01,West,MT,56.19
1975-04-01,West,MT,55.77
1975-07-01,West,MT,59.15
1975-10-01,West,MT,57.87
1976-01-01,West,MT,59.47
1976-04-01,West,MT,65.65
1976-07-01,West,MT,63.43
1976-10-01,West,MT,64.81
1977-01-01,West,MT,66.04
1977-04-01,West,MT,71.42
1977-07-01,West,MT,76.12
1977-10-01,West,MT,79.94
1978-01-01,West,MT,88.9
1978-04-01,West,MT,89.56
1978-07-01,West,MT,89.61
1978-10-01,West,MT,91.32
1979-01-01,West,MT,94.73
1979-04-01,West,MT,99.57
1979-07-01,West,MT,96.89
1979-10-01,West,MT,103.68
1980-01-01,West,MT,100.0
1980-04-01,West,MT,92.52
1980-07-01,West,MT,107.67
1980-10-01,West,MT,100.97
1981-01-01,West,MT,95.28
1981-04-01,West,MT,101.67
1981-07-01,West,MT,113.11
1981-10-01,West,MT,99.85
1982-01-01,West,MT,104.79
1982-04-01,West,MT,114.97
1982-07-01,West,MT,99.51
1982-10-01,West,MT,112.79
1983-01-01,West,MT,98.53
1983-04-01,West,MT,103.82
1983-07-01,West,MT,109.92
1983-10-01,West,MT,114.14
1984-01-01,West,MT,122.97
1984-04-01,West,MT,119.8
1984-07-01,West,MT,115.07
1984-10-01,West,MT,110.93
1985-01-01,West,MT,115.52
1985-04-01,West,MT,109.77
1985-07-01,West,MT,115.6
1985-10-01,West,MT,117.89
1986-01-01,West,MT,117.01
1986-04-01,West,MT,114.15
1986-07-01,West,MT,114.86
1986-10-01,West,MT,115.19
1987-01-01,West,MT,110.16
1987-04-01,West,MT,112.61
1987-07-01,West,MT,110.78
1987-10-01,West,MT,104.51
1988-01-01,West,MT,108.71
1988-04-01,West,MT,110.31
1988-07-01,West,MT,113.57
1988-10-01,West,MT,112.46
1989-01-01,West,MT,110.65
1989-04-01,West,MT,111.72
1989-07-01,West,MT,114.13
1989-10-01,West,MT,115.52
1990-01-01,West,MT,113.95
1990-04-01,West,MT,116.36
1990-07-01,West,MT,121.22
1990-10-01,West,MT,121.49
1991-01-01,West,MT,119.49
1991-04-01,West,MT,123.87
1991-07-01,West,MT,125.83
1991-10-01,West,MT,130.12
1992-01-01,West,MT,132.1
1992-04-01,West,MT,134.2
1992-07-01,West,MT,138.03
1992-10-01,West,MT,142.41
1993-01-01,West,MT,145.0
1993-04-01,West,MT,148.99
1993-07-01,West,MT,151.58
1993-10-01,West,MT,156.67
1994-01-01,West,MT,158.97
1994-04-01,West,MT,165.77
1994-07-01,West,MT,170.15
1994-10-01,West,MT,170.88
1995-01-01,West,MT,173.02
1995-04-01,West,MT,176.83
1995-07-01,West,MT,180.59
1995-10-01,West,MT,181.43
1996-01-01,West,MT,184.49
1996-04-01,West,MT,185.96
1996-07-01,West,MT,188.3
1996-10-01,West,MT,189.47
1997-01-01,West,MT,189.71
1997-04-01,West,MT,190.58
1997-07-01,West,MT,193.21
1997-10-01,West,MT,196.64
1998-01-01,West,MT,198.01
1998-04-01,West,MT,197.78
1998-07-01,West,MT,199.45
1998-10-01,West,MT,201.57
1999-01-01,West,MT,201.42
1999-04-01,West,MT,203.63
1999-07-01,West,MT,205.92
1999-10-01,West,MT,205.75
2000-01-01,West,MT,208.49
2000-04-01,West,MT,210.3
2000-07-01,West,MT,213.33
2000-10-01,West,MT,216.47
2001-01-01,West,MT,220.73
2001-04-01,West,MT,223.32
2001-07-01,West,MT,225.32
2001-10-01,West,MT,226.98
2002-01-01,West,MT,231.83
2002-04-01,West,MT,234.02
2002-07-01,West,MT,238.34
2002-10-01,West,MT,240.78
2003-01-01,West,MT,243.33
2003-04-01,West,MT,248.31
2003-07-01,West,MT,253.88
2003-10-01,West,MT,260.61
2004-01-01,West,MT,264.96
2004-04-01,West,MT,271.48
2004-07-01,West,MT,281.08
2004-10-01,West,MT,287.25
2005-01-01,West,MT,294.66
2005-04-01,West,MT,306.64
2005-07-01,West,MT,315.58
2005-10-01,West,MT,326.03
2006-01-01,West,MT,332.58
2006-04-01,West,MT,342.67
2006-07-01,West,MT,351.74
2006-10-01,West,MT,358.05
2007-01-01,West,MT,364.86
2007-04-01,West,MT,369.78
2007-07-01,West,MT,373.37
2007-10-01,West,MT,375.75
2008-01-01,West,MT,379.34
2008-04-01,West,MT,377.62
2008-07-01,West,MT,371.52
2008-10-01,West,MT,374.77
2009-01-01,West,MT,376.69
2009-04-01,West,MT,371.66
2009-07-01,West,MT,362.75
2009-10-01,West,MT,360.15
2010-01-01,West,MT,353.57
2010-04-01,West,MT,349.7
2010-07-01,West,MT,354.35
2010-10-01,West,MT,353.2
2011-01-01,West,MT,342.33
2011-04-01,West,MT,341.28
2011-07-01,West,MT,342.81
2011-10-01,West,MT,344.3
2012-01-01,West,MT,345.85
2012-04-01,West,MT,345.29
2012-07-01,West,MT,348.69
2012-10-01,West,MT,353.46
2013-01-01,West,MT,356.66
2013-04-01,West,MT,359.35
2013-07-01,West,MT,363.91
2013-10-01,West,MT,364.57
2014-01-01,West,MT,368.83
2014-04-01,West,MT,371.12
2014-07-01,West,MT,379.05
2014-10-01,West,MT,380.9
2015-01-01,West,MT,383.78
2015-04-01,West,MT,389.89
2015-07-01,West,MT,394.34
2015-10-01,West,MT,397.74
2016-01-01,West,MT,401.91
2016-04-01,West,MT,403.83
2016-07-01,West,MT,412.42
2016-10-01,West,MT,412.68
2017-01-01,West,MT,418.51
2017-04-01,West,MT,423.22
2017-07-01,West,MT,433.08
2017-10-01,West,MT,436.17
2018-01-01,West,MT,442.02
2018-04-01,West,MT,451.07
2018-07-01,West,MT,456.99
2018-10-01,West,MT,463.26
2019-01-01,West,MT,465.21
2019-04-01,West,MT,474.63
2019-07-01,West,MT,484.81
2019-10-01,West,MT,487.72
2020-01-01,West,MT,496.74
2020-04-01,West,MT,495.88
1975-01-01,Midwest,NE,63.78
1975-04-01,Midwest,NE,63.15
1975-07-01,Midwest,NE,61.18
1975-10-01,Midwest,NE,68.07
1976-01-01,Midwest,NE,67.28
1976-04-01,Midwest,NE,67.39
1976-07-01,Midwest,NE,67.75
1976-10-01,Midwest,NE,70.56
1977-01-01,Midwest,NE,72.16
1977-04-01,Midwest,NE,74.52
1977-07-01,Midwest,NE,78.4
1977-10-01,Midwest,NE,79.68
1978-01-01,Midwest,NE,78.94
1978-04-01,Midwest,NE,85.86
1978-07-01,Midwest,NE,86.6
1978-10-01,Midwest,NE,86.78
1979-01-01,Midwest,NE,92.73
1979-04-01,Midwest,NE,94.24
1979-07-01,Midwest,NE,97.88
1979-10-01,Midwest,NE,97.75
1980-01-01,Midwest,NE,100.0
1980-04-01,Midwest,NE,103.37
1980-07-01,Midwest,NE,101.79
1980-10-01,Midwest,NE,105.83
1981-01-01,Midwest,NE,103.28
1981-04-01,Midwest,NE,102.99
1981-07-01,Midwest,NE,100.83
1981-10-01,Midwest,NE,100.4
1982-01-01,Midwest,NE,106.41
1982-04-01,Midwest,NE,107.08
1982-07-01,Midwest,NE,109.14
1982-10-01,Midwest,NE,108.83
1983-01-01,Midwest,NE,109.27
1983-04-01,Midwest,NE,109.18
1983-07-01,Midwest,NE,111.35
1983-10-01,Midwest,NE,111.95
1984-01-01,Midwest,NE,110.29
1984-04-01,Midwest,NE,112.84
1984-07-01,Midwest,NE,112.22
1984-10-01,Midwest,NE,111.87
1985-01-01,Midwest,NE,111.37
1985-04-01,Midwest,NE,113.0
1985-07-01,Midwest,NE,113.04
1985-10-01,Midwest,NE,114.14
1986-01-01,Midwest,NE,115.43
1986-04-01,Midwest,NE,115.61
1986-07-01,Midwest,NE,115.73
1986-10-01,Midwest,NE,116.98
1987-01-01,Midwest,NE,117.5
1987-04-01,Midwest,NE,116.87
1987-07-01,Midwest,NE,115.41
1987-10-01,Midwest,NE,116.11
1988-01-01,Midwest,NE,117.17
1988-04-01,Midwest,NE,117.8
1988-07-01,Midwest,NE,118.43
1988-10-01,Midwest,NE,118.31
1989-01-01,Midwest,NE,119.41
1989-04-01,Midwest,NE,120.53
1989-07-01,Midwest,NE,121.74
1989-10-01,Midwest,NE,122.74
1990-01-01,Midwest,NE,123.54
1990-04-01,Midwest,NE,125.62
1990-07-01,Midwest,NE,126.97
1990-10-01,Midwest,NE,126.99
1991-01-01,Midwest,NE,128.15
1991-04-01,Midwest,NE,129.49
1991-07-01,Midwest,NE,130.72
1991-10-01,Midwest,NE,131.46
1992-01-01,Midwest,NE,133.23
1992-04-01,Midwest,NE,135.11
1992-07-01,Midwest,NE,137.19
1992-10-01,Midwest,NE,138.1
1993-01-01,Midwest,NE,139.35
1993-04-01,Midwest,NE,141.0
1993-07-01,Midwest,NE,143.25
1993-10-01,Midwest,NE,145.43
1994-01-01,Midwest,NE,147.38
1994-04-01,Midwest,NE,152.21
1994-07-01,Midwest,NE,155.85
1994-10-01,Midwest,NE,155.85
1995-01-01,Midwest,NE,157.61
1995-04-01,Midwest,NE,160.65
1995-07-01,Midwest,NE,162.99
1995-10-01,Midwest,NE,164.06
1996-01-01,Midwest,NE,166.0
1996-04-01,Midwest,NE,169.48
1996-07-01,Midwest,NE,172.01
1996-10-01,Midwest,NE,172.98
1997-01-01,Midwest,NE,174.46
1997-04-01,Midwest,NE,177.97
1997-07-01,Midwest,NE,180.04
1997-10-01,Midwest,NE,182.46
1998-01-01,Midwest,NE,184.17
1998-04-01,Midwest,NE,185.27
1998-07-01,Midwest,NE,188.05
1998-10-01,Midwest,NE,190.29
1999-01-01,Midwest,NE,191.67
1999-04-01,Midwest,NE,195.23
1999-07-01,Midwest,NE,196.02
1999-10-01,Midwest,NE,197.37
2000-01-01,Midwest,NE,198.56
2000-04-01,Midwest,NE,201.34
2000-07-01,Midwest,NE,203.18
2000-10-01,Midwest,NE,204.67
2001-01-01,Midwest,NE,207.3
2001-04-01,Midwest,NE,209.56
2001-07-01,Midwest,NE,211.39
2001-10-01,Midwest,NE,213.06
2002-01-01,Midwest,NE,214.77
2002-04-01,Midwest,NE,216.11
2002-07-01,Midwest,NE,218.16
2002-10-01,Midwest,NE,219.62
2003-01-01,Midwest,NE,220.78
2003-04-01,Midwest,NE,222.03
2003-07-01,Midwest,NE,224.42
2003-10-01,Midwest,NE,228.05
2004-01-01,Midwest,NE,229.24
2004-04-01,Midwest,NE,232.49
2004-07-01,Midwest,NE,237.15
2004-10-01,Midwest,NE,239.04
2005-01-01,Midwest,NE,240.7
2005-04-01,Midwest,NE,244.19
2005-07-01,Midwest,NE,247.65
2005-10-01,Midwest,NE,246.81
2006-01-01,Midwest,NE,246.96
2006-04-01,Midwest,NE,249.42
2006-07-01,Midwest,NE,250.44
2006-10-01,Midwest,NE,250.76
2007-01-01,Midwest,NE,251.67
2007-04-01,Midwest,NE,253.51
2007-07-01,Midwest,NE,252.32
2007-10-01,Midwest,NE,252.03
2008-01-01,Midwest,NE,254.0
2008-04-01,Midwest,NE,251.86
2008-07-01,Midwest,NE,249.58
2008-10-01,Midwest,NE,251.02
2009-01-01,Midwest,NE,252.9
2009-04-01,Midwest,NE,251.75
2009-07-01,Midwest,NE,249.24
2009-10-01,Midwest,NE,249.02
2010-01-01,Midwest,NE,246.8
2010-04-01,Midwest,NE,248.59
2010-07-01,Midwest,NE,250.77
2010-10-01,Midwest,NE,249.4
2011-01-01,Midwest,NE,247.29
2011-04-01,Midwest,NE,246.36
2011-07-01,Midwest,NE,248.74
2011-10-01,Midwest,NE,250.46
2012-01-01,Midwest,NE,250.11
2012-04-01,Midwest,NE,250.49
2012-07-01,Midwest,NE,251.59
2012-10-01,Midwest,NE,252.78
2013-01-01,Midwest,NE,254.29
2013-04-01,Midwest,NE,256.92
2013-07-01,Midwest,NE,258.8
2013-10-01,Midwest,NE,260.43
2014-01-01,Midwest,NE,260.53
2014-04-01,Midwest,NE,266.12
2014-07-01,Midwest,NE,268.66
2014-10-01,Midwest,NE,270.18
2015-01-01,Midwest,NE,271.91
2015-04-01,Midwest,NE,277.14
2015-07-01,Midwest,NE,282.0
2015-10-01,Midwest,NE,282.8
2016-01-01,Midwest,NE,283.23
2016-04-01,Midwest,NE,288.98
2016-07-01,Midwest,NE,294.05
2016-10-01,Midwest,NE,295.02
2017-01-01,Midwest,NE,299.06
2017-04-01,Midwest,NE,307.79
2017-07-01,Midwest,NE,312.03
2017-10-01,Midwest,NE,314.3
2018-01-01,Midwest,NE,318.03
2018-04-01,Midwest,NE,324.92
2018-07-01,Midwest,NE,330.0
2018-10-01,Midwest,NE,331.64
2019-01-01,Midwest,NE,335.78
2019-04-01,Midwest,NE,343.58
2019-07-01,Midwest,NE,345.57
2019-10-01,Midwest,NE,347.99
2020-01-01,Midwest,NE,351.86
2020-04-01,Midwest,NE,352.88
1975-01-01,West,NV,52.43
1975-04-01,West,NV,44.0
1975-07-01,West,NV,45.11
1975-10-01,West,NV,53.52
1976-01-01,West,NV,49.91
1976-04-01,West,NV,56.06
1976-07-01,West,NV,60.33
1976-10-01,West,NV,74.18
1977-01-01,West,NV,56.05
1977-04-01,West,NV,63.42
1977-07-01,West,NV,70.94
1977-10-01,West,NV,76.7
1978-01-01,West,NV,73.88
1978-04-01,West,NV,82.81
1978-07-01,West,NV,87.77
1978-10-01,West,NV,89.37
1979-01-01,West,NV,95.46
1979-04-01,West,NV,101.08
1979-07-01,West,NV,90.67
1979-10-01,West,NV,97.99
1980-01-01,West,NV,100.0
1980-04-01,West,NV,102.15
1980-07-01,West,NV,105.76
1980-10-01,West,NV,102.7
1981-01-01,West,NV,109.4
1981-04-01,West,NV,117.1
1981-07-01,West,NV,118.11
1981-10-01,West,NV,113.79
1982-01-01,West,NV,120.06
1982-04-01,West,NV,120.61
1982-07-01,West,NV,121.11
1982-10-01,West,NV,123.31
1983-01-01,West,NV,120.15
1983-04-01,West,NV,117.59
1983-07-01,West,NV,119.76
1983-10-01,West,NV,115.55
1984-01-01,West,NV,119.81
1984-04-01,West,NV,118.6
1984-07-01,West,NV,113.55
1984-10-01,West,NV,117.24
1985-01-01,West,NV,117.72
1985-04-01,West,NV,117.93
1985-07-01,West,NV,118.72
1985-10-01,West,NV,118.97
1986-01-01,West,NV,121.51
1986-04-01,West,NV,124.43
1986-07-01,West,NV,124.45
1986-10-01,West,NV,124.16
1987-01-01,West,NV,126.81
1987-04-01,West,NV,126.15
1987-07-01,West,NV,125.36
1987-10-01,West,NV,124.86
1988-01-01,West,NV,126.03
1988-04-01,West,NV,126.99
1988-07-01,West,NV,128.55
1988-10-01,West,NV,130.19
1989-01-01,West,NV,130.68
1989-04-01,West,NV,132.61
1989-07-01,West,NV,136.04
1989-10-01,West,NV,137.95
1990-01-01,West,NV,140.66
1990-04-01,West,NV,142.67
1990-07-01,West,NV,146.41
1990-10-01,West,NV,148.06
1991-01-01,West,NV,151.25
1991-04-01,West,NV,152.34
1991-07-01,West,NV,153.07
1991-10-01,West,NV,156.33
1992-01-01,West,NV,157.78
1992-04-01,West,NV,157.29
1992-07-01,West,NV,160.16
1992-10-01,West,NV,161.08
1993-01-01,West,NV,160.91
1993-04-01,West,NV,162.32
1993-07-01,West,NV,163.6
1993-10-01,West,NV,164.45
1994-01-01,West,NV,164.64
1994-04-01,West,NV,165.34
1994-07-01,West,NV,166.21
1994-10-01,West,NV,165.75
1995-01-01,West,NV,166.94
1995-04-01,West,NV,170.5
1995-07-01,West,NV,173.1
1995-10-01,West,NV,174.49
1996-01-01,West,NV,176.46
1996-04-01,West,NV,175.93
1996-07-01,West,NV,175.87
1996-10-01,West,NV,177.71
1997-01-01,West,NV,178.87
1997-04-01,West,NV,178.86
1997-07-01,West,NV,181.74
1997-10-01,West,NV,182.86
1998-01-01,West,NV,185.0
1998-04-01,West,NV,185.37
1998-07-01,West,NV,186.16
1998-10-01,West,NV,187.34
1999-01-01,West,NV,187.76
1999-04-01,West,NV,187.41
1999-07-01,West,NV,188.7
1999-10-01,West,NV,188.79
2000-01-01,West,NV,190.56
2000-04-01,West,NV,192.98
2000-07-01,West,NV,194.75
2000-10-01,West,NV,197.58
2001-01-01,West,NV,201.96
2001-04-01,West,NV,204.57
2001-07-01,West,NV,208.36
2001-10-01,West,NV,211.02
2002-01-01,West,NV,214.06
2002-04-01,West,NV,217.56
2002-07-01,West,NV,222.31
2002-10-01,West,NV,224.78
2003-01-01,West,NV,228.84
2003-04-01,West,NV,233.35
2003-07-01,West,NV,240.07
2003-10-01,West,NV,254.41
2004-01-01,West,NV,267.84
2004-04-01,West,NV,292.15
2004-07-01,West,NV,329.34
2004-10-01,West,NV,341.72
2005-01-01,West,NV,355.72
2005-04-01,West,NV,374.46
2005-07-01,West,NV,387.55
2005-10-01,West,NV,402.14
2006-01-01,West,NV,411.17
2006-04-01,West,NV,411.73
2006-07-01,West,NV,413.19
2006-10-01,West,NV,412.03
2007-01-01,West,NV,409.44
2007-04-01,West,NV,400.59
2007-07-01,West,NV,387.4
2007-10-01,West,NV,376.98
2008-01-01,West,NV,356.04
2008-04-01,West,NV,327.68
2008-07-01,West,NV,294.78
2008-10-01,West,NV,279.12
2009-01-01,West,NV,277.72
2009-04-01,West,NV,257.7
2009-07-01,West,NV,240.02
2009-10-01,West,NV,232.74
2010-01-01,West,NV,223.78
2010-04-01,West,NV,216.03
2010-07-01,West,NV,216.98
2010-10-01,West,NV,211.27
2011-01-01,West,NV,199.63
2011-04-01,West,NV,186.44
2011-07-01,West,NV,185.33
2011-10-01,West,NV,185.41
2012-01-01,West,NV,183.32
2012-04-01,West,NV,182.71
2012-07-01,West,NV,187.25
2012-10-01,West,NV,192.44
2013-01-01,West,NV,198.3
2013-04-01,West,NV,210.91
2013-07-01,West,NV,224.39
2013-10-01,West,NV,234.28
2014-01-01,West,NV,240.01
2014-04-01,West,NV,247.67
2014-07-01,West,NV,256.87
2014-10-01,West,NV,260.5
2015-01-01,West,NV,265.85
2015-04-01,West,NV,274.72
2015-07-01,West,NV,283.2
2015-10-01,West,NV,289.77
2016-01-01,West,NV,292.99
2016-04-01,West,NV,300.49
2016-07-01,West,NV,309.69
2016-10-01,West,NV,312.55
2017-01-01,West,NV,319.04
2017-04-01,West,NV,329.44
2017-07-01,West,NV,339.57
2017-10-01,West,NV,348.09
2018-01-01,West,NV,360.17
2018-04-01,West,NV,375.16
2018-07-01,West,NV,386.65
2018-10-01,West,NV,392.8
2019-01-01,West,NV,395.31
2019-04-01,West,NV,401.01
2019-07-01,West,NV,407.09
2019-10-01,West,NV,408.0
2020-01-01,West,NV,414.19
2020-04-01,West,NV,418.15
1975-01-01,Northeast,NH,58.75
1975-04-01,Northeast,NH,71.15
1975-07-01,Northeast,NH,61.57
1975-10-01,Northeast,NH,45.24
1976-01-01,Northeast,NH,72.26
1976-04-01,Northeast,NH,55.71
1976-07-01,Northeast,NH,66.86
1976-10-01,Northeast,NH,69.09
1977-01-01,Northeast,NH,64.5
1977-04-01,Northeast,NH,67.31
1977-07-01,Northeast,NH,71.09
1977-10-01,Northeast,NH,76.1
1978-01-01,Northeast,NH,76.8
1978-04-01,Northeast,NH,71.96
1978-07-01,Northeast,NH,83.8
1978-10-01,Northeast,NH,86.22
1979-01-01,Northeast,NH,89.07
1979-04-01,Northeast,NH,93.18
1979-07-01,Northeast,NH,96.96
1979-10-01,Northeast,NH,94.73
1980-01-01,Northeast,NH,100.0
1980-04-01,Northeast,NH,97.5
1980-07-01,Northeast,NH,102.95
1980-10-01,Northeast,NH,98.24
1981-01-01,Northeast,NH,98.65
1981-04-01,Northeast,NH,100.65
1981-07-01,Northeast,NH,99.66
1981-10-01,Northeast,NH,108.19
1982-01-01,Northeast,NH,106.39
1982-04-01,Northeast,NH,100.2
1982-07-01,Northeast,NH,109.1
1982-10-01,Northeast,NH,106.24
1983-01-01,Northeast,NH,108.61
1983-04-01,Northeast,NH,112.34
1983-07-01,Northeast,NH,115.94
1983-10-01,Northeast,NH,117.7
1984-01-01,Northeast,NH,122.42
1984-04-01,Northeast,NH,127.75
1984-07-01,Northeast,NH,133.29
1984-10-01,Northeast,NH,137.38
1985-01-01,Northeast,NH,141.76
1985-04-01,Northeast,NH,152.02
1985-07-01,Northeast,NH,159.79
1985-10-01,Northeast,NH,169.87
1986-01-01,Northeast,NH,178.07
1986-04-01,Northeast,NH,186.43
1986-07-01,Northeast,NH,195.22
1986-10-01,Northeast,NH,206.23
1987-01-01,Northeast,NH,211.56
1987-04-01,Northeast,NH,220.51
1987-07-01,Northeast,NH,222.78
1987-10-01,Northeast,NH,226.85
1988-01-01,Northeast,NH,226.33
1988-04-01,Northeast,NH,229.16
1988-07-01,Northeast,NH,229.13
1988-10-01,Northeast,NH,228.78
1989-01-01,Northeast,NH,229.36
1989-04-01,Northeast,NH,225.88
1989-07-01,Northeast,NH,229.86
1989-10-01,Northeast,NH,230.13
1990-01-01,Northeast,NH,225.42
1990-04-01,Northeast,NH,216.0
1990-07-01,Northeast,NH,211.26
1990-10-01,Northeast,NH,204.03
1991-01-01,Northeast,NH,201.26
